1296.8,0.51149,0.83088,0.9529
1296.9,0.50931,0.8343,0.9636
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
1297.1,0.4885,0.75883,0.89
1297.1,0.48534,0.74686,0.96507
1297.2,0.47142,0.70959,0.99694
1297.2,0.46675,0.69656,0.80592
1297.2,0.46184,0.67381,0.82306
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
1297.5,0.46005,0.73283,0.73668
1297.5,0.45701,0.73086,0.85644
1297.5,0.45188,0.73257,0.83695
1297.6,0.44946,0.73825,0.96731
1297.6,0.44907,0.75611,0.86016
1297.6,0.45048,0.77803,0.82158
1297.7,0.46252,0.83612,0.87235
1297.8,0.47917,0.84949,0.85445
1297.8,0.49689,0.87207,0.84158
1297.8,0.50593,0.88278,0.81011
1297.9,0.57652,0.89743,0.9075
1297.9,0.58341,0.89838,0.92059
1298,0.61556,0.90731,0.93886
1298,0.62123,0.91001,0.99543
1298.2,0.64741,0.93849,0.94909
1298.2,0.64739,0.93938,0.97164
1298.2,0.64698,0.94215,0.99241
1298.3,0.64676,0.94704,0.96222
1298.3,0.65402,0.93557,0.97181
1298.3,0.6616,0.93085,0.79566
1298.4,0.65687,0.93793,0.79572
1298.4,0.65819,0.93826,0.81819
1298.4,0.65453,0.94445,0.72963
1298.4,0.65841,0.92844,0.96488
1298.5,0.64879,0.93033,0.98624
1298.5,0.6464,0.93274,0.99361
1298.5,0.62861,0.9374,0.97307
1298.6,0.62419,0.95524,0.92112
1298.6,0.62204,0.96091,0.96
1298.6,0.61727,0.97872,0.94664
1298.7,0.61009,0.99202,0.95807
1298.7,0.60428,1.0019,0.99359
1298.7,0.60098,1.0072,0.99268
1298.7,0.59843,1.0103,0.98452
1298.8,0.58802,1.0199,0.93643
1298.8,0.5874,1.0198,0.92347
1298.8,0.5838,1.0206,0.94526
1298.8,0.58162,1.0201,0.99255
1298.9,0.57599,1.0145,0.96821
1298.9,0.57362,1.0123,0.97275
1298.9,0.57069,1.0079,0.95655
1298.9,0.5678,1.0051,0.9397
1298.9,0.56676,0.99764,0.94402
1298.9,0.56543,0.9897,0.97653
1299,0.56324,0.94555,0.97625
1299.1,0.56634,0.91597,0.97924
1299.1,0.57446,0.89092,0.88519
1299.2,0.62107,0.8096,0.99664
1299.3,0.63918,0.80142,0.7532
1299.3,0.66396,0.83821,0.53267
1299.3,6.0308,-1.0451,0
1299.4,0.98244,0.076413,0.2795
1299.4,0.95528,-0.018803,0.10876
1299.4,3.4907,-0.53226,0.024577
1299.4,0.63961,0.77391,0.86081
1299.5,0.65045,0.80734,0.63138
1299.5,0.64331,0.79551,0.52062
1299.6,0.62922,0.79298,0.99403
1299.6,0.62876,0.79222,0.96388
1299.7,0.62934,0.79032,0.95171
1299.7,0.63285,0.78429,0.99626
1299.7,0.63447,0.78342,0.99557
1299.7,0.63904,0.78112,0.99666
1299.7,0.64101,0.77855,0.99627
1299.8,0.64854,0.77268,0.99638
1299.8,0.65643,0.76785,0.99659
1299.8,0.66923,0.78323,0.75191
1299.9,0.69739,0.80238,0.58344
1300,0.72864,0.7786,0.82826
1300,0.72961,0.77342,0.76835
1300,0.73967,0.76348,0.82938
1300,0.74316,0.76857,0.83815
1300.1,0.74406,0.76404,0.81158
1300.1,0.74444,0.7586,0.73247
1300.1,0.74372,0.76181,0.81618
1300.1,0.73295,0.76441,0.82391
1300.1,0.72945,0.77139,0.86626
1300.2,0.72565,0.76117,0.83648
1300.3,0.7179,0.74943,0.99702
1300.3,0.71305,0.74443,0.90217
1300.3,0.71015,0.74685,0.99815
1300.4,0.70204,0.7458,0.99696
1300.4,0.69044,0.74195,0.99727
1300.4,0.68312,0.74281,0.99746
1300.4,0.67939,0.7436,0.9972
1300.4,0.66884,0.74445,0.99762
1300.5,0.66212,0.74462,0.99776
1300.6,0.58537,0.77283,0.95711
1300.6,0.56914,0.78107,0.93883
